Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/data.py:130(_create_method)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/arrayterator.py:9(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:6448(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:1094(wait)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/operators/binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:387(get_build_platform)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/operators/unary.py:1(<module>)
      110    0.000    0.000    0.000    0.000 {imp.release_lock}
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:769(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isomorphism/isomorph.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/csc.py:19(csc_matrix)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:147(HelpFormatter)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/json_graph/tree.py:7(<module>)
       77    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/overrides.py:93(set_module)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/community/kclique.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
      119    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/opcode.py:27(def_op)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/centrality/harmonic.py:8(<module>)
       23    0.000    0.000    0.000    0.000 {_struct.calcsize}
       18    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:3152(_always_object)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/isolve/iterative.py:122(combine)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/triads.py:15(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/json_graph/adjacency.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/stride_tricks.py:7(<module>)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/uuid.py:103(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/flow/edmondskarp.py:4(<module>)
       61    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/nonisomorphic_trees.py:8(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/machar.py:7(<module>)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/re.py:208(escape)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/graphical.py:3(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:460(decorating_function)
        5    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/linalg/linalg.py:82(_determine_error_states)
       14    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/inspect.py:331(_searchbases)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:846(_set_cloexec_flag)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4003(parseImpl)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/function_base.py:2031(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/centrality/dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/_spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/_procrustes.py:6(<module>)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numeric.py:3058(__enter__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/shape_base.py:1(<module>)
      103    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/dia.py:18(dia_matrix)
       55    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/distance.py:1685(<genexpr>)
       13    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/spfun_stats.py:33(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/structuralholes.py:9(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:2905(_update_from)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/_pytesttester.py:29(<module>)
       12    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/_logsumexp.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_version.py:136(__lt__)
        5    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/spectrum.py:3(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/getlimits.py:239(_get_machar)
       24    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
       44    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/_inspect.py:15(ismethod)
       78    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2052(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/voronoi.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/function_base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/release.py:121(get_revision)
       81    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       61    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_add_newdocs.py:6783(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/_inspect.py:7(<module>)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/_norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/social.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/assortativity/pairs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/lil.py:29(lil_matrix)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3458(__init__)
       12    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:59(__init__)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/sysconfig.py:532(get_platform)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/traversal/edgebfs.py:8(<module>)
        6    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/_version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/relabel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/triads.py:37(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/_compat.py:4(<module>)
       36    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_string_helpers.py:16(english_lower)
       14    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:3245(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:137(_declare_state)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2963(__str__)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/os.py:472(__setitem__)
       17    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/spatial/distance.py:1691(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/assortativity/neighbor_degree.py:7(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bipartite/centrality.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bipartite/basic.py:6(<module>)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isolate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/ego.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1029(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/json/__init__.py:294(loads)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/__about__.py:4(<module>)
       95    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:203(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/testing/_private/decorators.py:15(<module>)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:570(format)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/_solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/union_find.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:376(__getattr__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3061(__init__)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:360(_FuncPtr)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/encodings/utf_8.py:15(decode)
       13    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/interface.py:55(LinearOperator)
        9    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2561(Distribution)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/connectivity/utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/hierarchy.py:4(<module>)
       13    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/vitality.py:14(<module>)
       32    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/generators/expanders.py:7(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/json/decoder.py:359(decode)
        3    0.000    0.000    0.000    0.000 {numpy.copyto}
       39    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/_inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/json_graph/cytoscape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/link_analysis/hits_alg.py:2(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/encodings/ascii.py:41(getregentry)
       45    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:59(__iter__)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/digraph.py:23(DiGraph)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/zipfile.py:732(ZipFile)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/shortest_paths/unweighted.py:12(<module>)
       16    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numeric.py:3063(__exit__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/pickle.py:833(Unpickler)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/community/centrality.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/shortest_paths/dense.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/specifiers.py:78(_IndividualSpecifier)
       33    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/_weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/readwrite/nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/distance_measures.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:561(__init__)
       33    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(MetricInfo)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/case.py:131(TestCase)
       18    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_add_newdocs.py:6784(type_aliases_gen)
       16    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:561(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/backports_abc.py:77(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/backports_abc.py:45(Generator)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/info.py:83(<module>)
        5    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/keyword.py:11(<module>)
        5    0.000    0.000    0.000    0.000 {zip}
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:2256(_get_value)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:565(PurePath)
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/bipartite/spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/multidigraph.py:24(MultiDiGraph)
        7    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4825(tokenMap)
       94    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4890(<genexpr>)
        9    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/string.py:310(join)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-40>:1(<module>)
        6    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/traversal/edgedfs.py:8(<module>)
       13    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_internal.py:239(_missing_ctypes)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:502(cast)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/graphmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(MetaEdge)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3368(And)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/cvxopt/__init__.py:222(mul)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_type_aliases.py:187(_set_up_aliases)
       19    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/__init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:3763(Context)
       22    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/decomp_svd.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isomorphism/matchhelpers.py:20(copyfunc)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/_iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/polynomial.py:1614(Polynomial)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/encodings/utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/_abcoll.py:63(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <string>:1(FullArgSpec)
