Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-664>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_threadsafety.py:11(ReentrancyError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-543>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/index_tricks.py:520(CClass)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/special/sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/mime/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-358>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-494>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numeric.py:96(ComplexWarning)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-204>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-468>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-644>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-497>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/py3k.py:104(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:838(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-488>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-599>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-35>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-426>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-290>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:939(_ReqExtras)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-645>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-551>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-301>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/six.py:136(Iterator)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-203>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-520>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1522(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/_testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ast.py:217(NodeVisitor)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-259>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-589>:1(<module>)
        2    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-285>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-572>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-86>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:279(ContextManager)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numeric.py:2995(errstate)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-120>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:112(PIProxy)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-611>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-486>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-504>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-541>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/exception.py:90(NetworkXUnbounded)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-646>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/index_tricks.py:256(OGridClass)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/__init__.py:80(AuthenticationError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-164>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-286>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-452>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-650>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-545>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-511>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/heaps.py:153(_Node)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-526>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-456>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-116>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-219>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/coreviews.py:388(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:906(SpLuInv)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-222>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-641>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-304>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-367>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-425>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-562>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:171(MaskError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-198>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-359>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-428>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-362>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-548>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-316>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:1135(IntegerFormat)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-617>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-421>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-160>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-217>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-406>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-271>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-513>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-465>:1(<module>)
